id;course_id;grade
122;8;7.5
122;8;6.5
122;8;7
122;8;6
122;4;8.5
122;4;8.5
122;4;6.5
122;3;13
122;3;14
122;3;13.75
122;3;13
122;3;14.5
122;3;11.75
122;3;14.75
122;7;10.3
122;7;10.4
122;7;9.2
122;7;11.9
122;7;13.5
122;7;12.1
122;9;11
122;9;12
122;9;7.9
122;9;5.6
122;9;14.7
122;9;12.6
122;5;10.5
122;5;9.75
122;5;8.75
122;5;14.25
122;5;14.25
122;5;9
122;5;15.25
122;5;12.5
122;5;15.25
122;10;1.5
122;10;7
122;10;3
122;10;4
122;10;7
122;6;15.25
122;6;17.25
122;6;15.75
122;6;12.5
122;6;10.75
122;6;13
122;6;11
122;6;10.25
122;1;12.5
122;1;14
122;1;10.5
122;1;12
122;1;12
122;1;9.5
122;1;12
122;2;10
122;2;7
122;2;11.5
122;2;unknown
122;2;unknown
124;8;7
124;8;7.5
124;8;7.5
124;8;9
124;8;6
124;8;7
124;4;9.5
124;4;7.5
124;4;5.5
124;3;15.75
124;3;13.25
124;3;15
124;3;14.5
124;3;14
124;3;12.75
124;3;16.25
124;7;11.1
124;7;8.7
124;7;9.3
124;7;11.8
124;7;11.6
124;7;12.2
124;9;15.3
124;9;9.9
124;9;10.9
124;9;7.8
124;9;7.6
124;9;10.6
124;5;10.75
124;5;10
124;5;9.75
124;5;13
124;5;10.25
124;5;7.5
124;5;17
124;5;11.75
124;5;9.25
124;10;7.5
124;10;4.5
124;10;3.5
124;10;10.5
124;10;5
124;6;15.75
124;6;13.5
124;6;9
124;6;7.75
124;6;14.5
124;6;14.75
124;6;14.5
124;6;12.75
124;1;6.5
124;1;11
124;1;10
124;1;12
124;1;8.5
124;1;10.5
124;1;10
124;2;11
124;2;8
124;2;10.5
124;2;9.5
166;8;5.5
166;8;7
166;8;7.5
166;8;5
166;8;6.5
166;8;8
166;4;3.5
166;4;8.5
166;4;8
166;3;13.5
166;3;15.25
166;3;12.75
166;3;14.25
166;3;14
166;3;15.75
166;3;13.75
166;7;8.5
166;7;9.1
166;7;11.2
166;7;8.6
166;7;11.7
166;7;10.7
166;9;13.7
166;9;12.2
166;9;10.7
166;9;8.3
166;9;10
166;9;8.6
166;5;13
166;5;10.25
166;5;11
166;5;12.25
166;5;12.25
166;5;12.25
166;5;13.5
166;5;11
166;5;15.75
166;10;2
166;10;6.5
166;10;8.5
166;10;4
166;10;9
166;6;14.5
166;6;12.5
166;6;10.75
166;6;11.75
166;6;14
166;6;14.25
166;6;12.25
166;1;12.5
166;1;7.5
166;1;9.5
166;1;10
166;1;12
166;1;11.5
166;1;13
166;2;9
166;2;11
166;2;8.5
166;2;8
166;2;6.5
233;8;7
233;8;7.5
233;8;7.5
233;8;8.5
233;8;5
233;8;8.5
233;4;6
233;4;9.5
233;4;6.5
233;3;15.25
233;3;13.25
233;3;12.5
233;3;14
233;3;18
233;3;12.25
233;3;13.75
233;7;12.5
233;7;10.3
233;7;11.1
233;7;9.7
233;7;10.8
233;7;11.3
233;9;10.5
233;9;9.7
233;9;8.8
233;9;9.7
233;9;9.5
233;9;8
233;5;16.75
233;5;9.25
233;5;15
233;5;13.5
233;5;10.5
233;5;11.5
233;5;9.5
233;5;13.25
233;5;13
233;10;5.5
233;10;8
233;10;6
233;10;9.5
233;10;5.5
233;6;14
233;6;13
233;6;12
233;6;11.25
233;6;16.5
233;6;15.75
233;6;15.5
233;6;9.75
233;1;unknown
233;1;12
233;1;8.5
233;1;12.5
233;1;10
233;1;12
233;1;12
233;2;6.5
233;2;8.5
233;2;12
233;2;11.5
233;2;9
246;8;6.5
246;8;10
246;8;5
246;8;6.5
246;8;7
246;8;6.5
246;4;8.5
246;4;8.5
246;4;7.5
246;3;14.25
246;3;13
246;3;14.25
246;3;15
246;3;13.75
246;3;13.25
246;3;14.25
246;7;11.5
246;7;9.3
246;7;12.2
246;7;9
246;7;10.6
246;7;9.4
246;9;9.8
246;9;10.8
246;9;14.1
246;9;11.8
246;9;10
246;9;9.1
246;5;15.25
246;5;13.25
246;5;13.75
246;5;12.75
246;5;9.75
246;5;13
246;5;11.25
246;5;11.75
246;5;10.75
246;10;9.5
246;10;2
246;10;5.5
246;10;6.5
246;6;15.25
246;6;9.25
246;6;13.25
246;6;13.5
246;6;11
246;6;13.75
246;6;12.75
246;6;13
246;1;12
246;1;12.5
246;1;12
246;1;11
246;1;12.5
246;1;10.5
246;1;14
246;2;10
246;2;10.5
246;2;8
246;2;7
246;2;8
275;8;6
275;8;7
275;8;8
275;8;8
275;8;6.5
275;8;6
275;4;6
275;4;8
275;4;5.5
275;3;13.5
275;3;14
275;3;12.5
275;3;14
275;3;14.5
275;3;12.75
275;3;13.75
275;7;12.4
275;7;9.6
275;7;11.8
275;7;11.4
275;7;11.1
275;7;11.5
275;9;10.5
275;9;11.5
275;9;8.6
275;9;14.9
275;9;15
275;9;10.5
275;5;12
275;5;16
275;5;11
275;5;11.25
275;5;15.75
275;5;17.5
275;5;14.75
275;5;12
275;5;16.25
275;10;6
275;10;5.5
275;10;3
275;10;5.5
275;10;3.5
275;6;12
275;6;12.25
275;6;14.25
275;6;14.5
275;6;14.75
275;6;unknown
275;6;14
275;6;12.5
275;1;15
275;1;12
275;1;11.5
275;1;11.5
275;1;11.5
275;1;8.5
275;1;12
275;2;9
275;2;11
275;2;7.5
275;2;9.5
275;2;9
306;8;6
306;8;6
306;8;6
306;8;7.5
306;8;6
306;8;7
306;4;8.5
306;4;6
306;4;7
306;3;16.5
306;3;15.5
306;3;13.25
306;3;15.5
306;3;14.25
306;3;14.25
306;3;13.25
306;7;8.1
306;7;10.6
306;7;11.1
306;7;9.3
306;7;9.9
306;9;9.4
306;9;7.9
306;9;12.4
306;9;12.7
306;9;9.5
306;9;8.9
306;5;8.25
306;5;10.75
306;5;12
306;5;9.5
306;5;16.75
306;5;12.75
306;5;10
306;5;10.75
306;5;12.25
306;10;8.5
306;10;6.5
306;10;9.5
306;10;8
306;10;6.5
306;6;10.75
306;6;12.25
306;6;12
306;6;13
306;6;16.5
306;6;12
306;6;5.75
306;6;11.75
306;1;9
306;1;8.5
306;1;11.5
306;1;8.5
306;1;12
306;1;10.5
306;1;8
306;2;6
306;2;8.5
306;2;8
306;2;9
306;2;10
307;8;6
307;8;7.5
307;8;8.5
307;8;7.5
307;8;7.5
307;8;7.5
307;4;9
307;4;6
307;4;6
307;3;15.25
307;3;14
307;3;13.75
307;3;12.5
307;3;14.25
307;3;13.25
307;3;15
307;7;11
307;7;11.2
307;7;12.5
307;7;9.6
307;7;11.1
307;7;11.3
307;9;5.9
307;9;9.8
307;9;7.7
307;9;9.9
307;9;7.1
307;9;9.6
307;5;12.5
307;5;16.5
307;5;12.25
307;5;11.25
307;5;15.75
307;5;12
307;5;10.75
307;5;10.75
307;5;9.25
307;10;7
307;10;4.5
307;10;9
307;10;3
307;10;5
307;6;17.5
307;6;11.5
307;6;17.25
307;6;12
307;6;16
307;6;12.5
307;6;12.75
307;6;12
307;1;11
307;1;10.5
307;1;7
307;1;13.5
307;1;12.5
307;1;13.5
307;1;9.5
307;2;9.5
307;2;8
307;2;9.5
307;2;8
307;2;8
320;8;9
320;8;7
320;8;7.5
320;8;7
320;8;8
320;8;9.5
320;4;6.5
320;4;8
320;4;7.5
320;3;13.5
320;3;15.5
320;3;16.25
320;3;14.75
320;3;15.5
320;3;13.75
320;3;14.5
320;7;11.3
320;7;12.9
320;7;11.9
320;7;12.9
320;7;11
320;7;11.1
320;9;13.5
320;9;unknown
320;9;10.3
320;9;3.1
320;9;12.8
320;9;6.3
320;5;10.25
320;5;7
320;5;13
320;5;15
320;5;12.5
320;5;12.75
320;5;11.75
320;5;9
320;5;14
320;10;7
320;10;1
320;10;9.5
320;10;4
320;10;6
320;6;14.25
320;6;12.5
320;6;unknown
320;6;17
320;6;11.5
320;6;12.25
320;6;11.5
320;6;unknown
320;1;8
320;1;12
320;1;8.5
320;1;11
320;1;10.5
320;1;13
320;2;7.5
320;2;9
320;2;8.5
320;2;6.5
320;2;6.5
331;8;8
331;8;10
331;8;7
331;8;7
331;8;7.5
331;4;5
331;4;8
331;4;9
331;3;13.75
331;3;15.25
331;3;12.75
331;3;13.25
331;3;15.5
331;3;16.5
331;3;14.75
331;7;8.9
331;7;10.4
331;7;10.9
331;7;9.2
331;7;10.5
331;9;7.6
331;9;16.7
331;9;6.6
331;9;10.6
331;9;6.9
331;9;10.6
331;5;9.25
331;5;11.25
331;5;7.25
331;5;6
331;5;10
331;5;16.5
331;5;9
331;5;12.5
331;5;11.5
331;10;5.5
331;10;10
331;10;7.5
331;10;9.5
331;10;6.5
331;6;15
331;6;11.25
331;6;9.75
331;6;6
331;6;20
331;6;9.75
331;6;11
331;6;12.75
331;1;12.5
331;1;10
331;1;10.5
331;1;13.5
331;1;12.5
331;1;8
331;2;6.5
331;2;7
331;2;3
331;2;8.5
331;2;6.5
374;8;9
374;8;7.5
374;8;6
374;8;5.5
374;8;7
374;8;6.5
374;4;9.5
374;4;8.5
374;4;8
374;3;15.75
374;3;14.25
374;3;13.5
374;3;13.25
374;3;14.75
374;3;15
374;3;15.5
374;7;11.6
374;7;11.3
374;7;12.2
374;7;10.5
374;7;11.8
374;9;9.3
374;9;8
374;9;10.2
374;9;11.6
374;9;9.2
374;9;10
374;5;11
374;5;11.5
374;5;12.75
374;5;11.5
374;5;12.25
374;5;10.75
374;5;13.25
374;5;14
374;5;11.25
374;10;8.5
374;10;3
374;10;8
374;10;9
374;10;6
374;6;13.75
374;6;14.25
374;6;14
374;6;16.5
374;6;11.75
374;6;11.5
374;6;8.25
374;6;13.25
374;1;8.5
374;1;8.5
374;1;13.5
374;1;8.5
374;1;7.5
374;1;10
374;2;7
374;2;8.5
374;2;9
374;2;6
374;2;7.5
474;8;8
474;8;7
474;8;6.5
474;8;8
474;8;7.5
474;8;8
474;4;5.5
474;4;7.5
474;4;7
474;3;15.5
474;3;13.25
474;3;13.75
474;3;15
474;3;13
474;3;13.5
474;3;14.25
474;7;12.1
474;7;10.4
474;7;12.1
474;7;11.9
474;7;11.1
474;7;11.9
474;9;13
474;9;11.3
474;9;8.9
474;9;13.4
474;9;8.6
474;9;14.2
474;5;13.75
474;5;12.75
474;5;11.75
474;5;12
474;5;14
474;5;12
474;5;16.75
474;5;14.25
474;10;7.5
474;10;4
474;10;7
474;10;5
474;10;1.5
474;6;14.5
474;6;14.25
474;6;15.5
474;6;16
474;6;15
474;6;14.25
474;6;12
474;6;14.5
474;1;11.5
474;1;9.5
474;1;9
474;1;13.5
474;1;9
474;1;11
474;1;11.5
474;2;9.5
474;2;12
474;2;12.5
474;2;7
474;2;9
499;8;6.5
499;8;6.5
499;8;8
499;8;7
499;8;8.5
499;8;7.5
499;4;7.5
499;4;7.5
499;4;7
499;3;15.25
499;3;13.75
499;3;14
499;3;14.25
499;3;12.5
499;3;13.5
499;3;13
499;7;11.7
499;7;11.1
499;7;10.1
499;7;11.4
499;7;12.7
499;7;10.7
499;9;7.3
499;9;6.3
499;9;14
499;9;13.9
499;9;9.8
499;9;8.4
499;5;unknown
499;5;13
499;5;11.75
499;5;9
499;5;12
499;5;15
499;5;14
499;5;16
499;5;9
499;10;0.5
499;10;2.5
499;10;6.5
499;10;9
499;10;6
499;6;unknown
499;6;9.25
499;6;11.5
499;6;13
499;6;8.5
499;6;9.75
499;6;16.75
499;6;15.5
499;1;11
499;1;14.5
499;1;11.5
499;1;12
499;1;11.5
499;1;8.5
499;1;11.5
499;2;8
499;2;7
499;2;3
499;2;11.5
499;2;unknown
517;8;6.5
517;8;8.5
517;8;6.5
517;8;8.5
517;8;8
517;8;9.5
517;4;7.5
517;4;6
517;4;5
517;3;14
517;3;14.5
517;3;15
517;3;15.25
517;3;13.25
517;3;14.5
517;3;14.25
517;7;9.1
517;7;9.2
517;7;11
517;7;10.2
517;7;11.5
517;9;11.1
517;9;7.8
517;9;13
517;9;9.2
517;9;8.7
517;5;6.75
517;5;10.5
517;5;11.75
517;5;7
517;5;12.75
517;5;10.5
517;5;14.5
517;5;15.25
517;5;11.5
517;10;7.5
517;10;12
517;10;2
517;10;3
517;10;8
517;6;11.25
517;6;12
517;6;13.5
517;6;11.25
517;6;7.25
517;6;11.5
517;6;8
517;1;10
517;1;11.5
517;1;9
517;1;7
517;1;12.5
517;1;9.5
517;1;5.5
517;2;5.5
517;2;8
517;2;6.5
517;2;8
517;2;9.5
519;8;6.5
519;8;9
519;8;7
519;8;8.5
519;8;8.5
519;8;9.5
519;4;6
519;4;9
519;4;6.5
519;3;15
519;3;15.75
519;3;14
519;3;13.25
519;3;15.75
519;3;14.75
519;3;15.5
519;7;10.8
519;7;8.9
519;7;11.9
519;7;10
519;7;9.8
519;7;11.5
519;9;8.8
519;9;6.1
519;9;7
519;9;7.7
519;9;7.6
519;9;13.7
519;5;13
519;5;12.25
519;5;9
519;5;14.75
519;5;10.25
519;5;10.25
519;5;8.25
519;5;6.5
519;5;14
519;10;7.5
519;10;6
519;10;9
519;10;5
519;10;10.5
519;6;10.25
519;6;11.5
519;6;12.5
519;6;8.75
519;6;9.75
519;6;13.25
519;6;11.75
519;6;15
519;1;7
519;1;11
519;1;12.5
519;1;10
519;1;9.5
519;1;9
519;1;10.5
519;2;7.5
519;2;5.5
519;2;9
519;2;8.5
519;2;11
528;8;5
528;8;6.5
528;8;6
528;8;7
528;8;7.5
528;8;8.5
528;4;8
528;4;7
528;4;8.5
528;3;15.5
528;3;13.25
528;3;14
528;3;15.5
528;3;14.25
528;3;14.25
528;3;13.5
528;7;11.4
528;7;9.7
528;7;10.7
528;7;10.8
528;7;10.3
528;7;11.4
528;9;7.9
528;9;7.7
528;9;8.7
528;9;4.4
528;9;10.5
528;5;15.5
528;5;14.75
528;5;13.75
528;5;11.25
528;5;12.5
528;5;15
528;5;12.25
528;5;12
528;5;9
528;10;5.5
528;10;6
528;10;5
528;10;9.5
528;10;6
528;6;12
528;6;15
528;6;11.25
528;6;13.5
528;6;15.75
528;6;13.25
528;6;16
528;6;10.75
528;1;12
528;1;10.5
528;1;7.5
528;1;8.5
528;1;10
528;1;unknown
528;1;10
528;2;8
528;2;10
528;2;8
528;2;10
528;2;8.5
545;8;8
545;8;9
545;8;7
545;8;8.5
545;8;9.5
545;8;7
545;4;8.5
545;4;6
545;4;8.5
545;3;13.25
545;3;15.5
545;3;15.5
545;3;12.75
545;3;15.5
545;3;14
545;3;15.25
545;7;10.9
545;7;10.7
545;7;9.9
545;7;10.6
545;7;10.2
545;7;11
545;9;7.9
545;9;9.2
545;9;13.5
545;9;9.9
545;9;9.2
545;9;7
545;5;14
545;5;10.75
545;5;11.75
545;5;11
545;5;10.25
545;5;6.25
545;5;13
545;5;13.25
545;5;15.25
545;10;4.5
545;10;7
545;10;5
545;10;6.5
545;10;2
545;6;14.25
545;6;9.5
545;6;10.75
545;6;13.25
545;6;13.5
545;6;10.75
545;6;13.25
545;6;11
545;1;6.5
545;1;11
545;1;14
545;1;12.5
545;1;8.5
545;1;11.5
545;1;13.5
545;2;7
545;2;10
545;2;6.5
545;2;6
545;2;11
568;8;7.5
568;8;7
568;8;8
568;8;8.5
568;8;7
568;8;8
568;4;7
568;4;4.5
568;4;7.5
568;3;15
568;3;13.75
568;3;14.5
568;3;14.25
568;3;14
568;3;14.25
568;3;15.5
568;7;8.6
568;7;11.9
568;7;11.2
568;7;11.6
568;7;10.2
568;7;11.1
568;9;7.7
568;9;11.7
568;9;6.5
568;9;15.5
568;9;12.8
568;9;11.2
568;5;13
568;5;14.5
568;5;8.25
568;5;10.5
568;5;11.75
568;5;9.75
568;5;10
568;5;18
568;5;13.75
568;10;8.5
568;10;10
568;10;8.5
568;10;10
568;10;13
568;6;12.75
568;6;11
568;6;11.25
568;6;14.5
568;6;13
568;6;12.75
568;6;13.75
568;6;9.75
568;1;11
568;1;12.5
568;1;7
568;1;13.5
568;1;10
568;1;8.5
568;1;9.5
568;2;10.5
568;2;10.5
568;2;7.5
568;2;6
568;2;9
592;8;8
592;8;8
592;8;5.5
592;8;8.5
592;8;8
592;8;7
592;4;6.5
592;4;7.5
592;4;5.5
592;3;14.25
592;3;13.75
592;3;11.75
592;3;13.75
592;3;14.25
592;3;13.75
592;3;13.25
592;7;10.1
592;7;11.7
592;7;12.5
592;7;11.4
592;7;10.2
592;7;11.1
592;9;14.3
592;9;10.2
592;9;11.8
592;9;17.2
592;9;11
592;9;10.9
592;5;9.75
592;5;11
592;5;16.75
592;5;12.75
592;5;11
592;5;14.5
592;5;14.75
592;5;13
592;5;16
592;10;8.5
592;10;7.5
592;10;1
592;10;7.5
592;10;2
592;6;14.75
592;6;15.5
592;6;11.5
592;6;14.75
592;6;14.25
592;6;14.25
592;6;12.5
592;6;16.75
592;1;15
592;1;8.5
592;1;10
592;1;9
592;1;12
592;1;9
592;1;9.5
592;2;8
592;2;7.5
592;2;10
592;2;12
592;2;10
610;8;7
610;8;7.5
610;8;8
610;8;7
610;8;7
610;8;7.5
610;4;6
610;4;8.5
610;4;6
610;3;15
610;3;15
610;3;14.75
610;3;15
610;3;14.25
610;3;14.5
610;3;13.25
610;7;8.9
610;7;10.2
610;7;11.2
610;7;10.2
610;7;10.4
610;7;9.8
610;9;5.4
610;9;9.8
610;9;9.9
610;9;10.6
610;9;10.7
610;9;16.9
610;5;11
610;5;20
610;5;12.25
610;5;9.75
610;5;11
610;5;8.75
610;5;5.75
610;5;13.25
610;5;12.75
610;10;8
610;10;unknown
610;10;7
610;10;4.5
610;10;7
610;6;13
610;6;9
610;6;15.5
610;6;7.75
610;6;9.75
610;6;20
610;6;13.25
610;6;10.75
610;1;7.5
610;1;10.5
610;1;11.5
610;1;15
610;1;12.5
610;1;9.5
610;1;13
610;2;8.5
610;2;9.5
610;2;8
610;2;11.5
610;2;4.5
621;8;6
621;8;10
621;8;5
621;8;6
621;8;8
621;8;6.5
621;4;5.5
621;4;8
621;4;7
621;3;14.75
621;3;15.5
621;3;16
621;3;15.25
621;3;15.5
621;3;16
621;3;16
621;7;9.6
621;7;11.4
621;7;10.7
621;7;10.3
621;7;9.2
621;7;10.3
621;9;13.1
621;9;6
621;9;1.5
621;9;4.2
621;9;10.1
621;9;5.8
621;5;8.75
621;5;12.25
621;5;12.75
621;5;15.75
621;5;11
621;5;11.25
621;5;9
621;5;6.25
621;5;12.75
621;10;12.5
621;10;3.5
621;10;9.5
621;10;7.5
621;6;8
621;6;15.25
621;6;10.5
621;6;15.25
621;6;11.25
621;6;11.75
621;6;15.25
621;1;11.5
621;1;9.5
621;1;8.5
621;1;9.5
621;1;14
621;1;14
621;1;9.5
621;2;8.5
621;2;9.5
621;2;7.5
621;2;9
621;2;10.5
635;8;8.5
635;8;9.5
635;8;8.5
635;8;7.5
635;8;5
635;8;7.5
635;4;7.5
635;4;8
635;4;8
635;3;15.25
635;3;15
635;3;13.75
635;3;12.25
635;3;14.5
635;3;13.75
635;3;14.5
635;7;11
635;7;13.1
635;7;11.5
635;7;9.3
635;7;10.9
635;7;10.3
635;9;9.9
635;9;11.8
635;9;8.3
635;9;7
635;9;9.8
635;9;11.5
635;5;12.5
635;5;12
635;5;8
635;5;12.75
635;5;11.25
635;5;12
635;5;11
635;5;15.5
635;5;15
635;10;unknown
635;10;8.5
635;10;7.5
635;10;7
635;10;3
635;6;12
635;6;14
635;6;12.5
635;6;10.75
635;6;13.25
635;6;12.75
635;6;16
635;6;12
635;1;10
635;1;10.5
635;1;9.5
635;1;10.5
635;1;10.5
635;1;10
635;1;12.5
635;2;9
635;2;7.5
635;2;10
635;2;11
635;2;10.5
648;8;7.5
648;8;9.5
648;8;6
648;8;7
648;8;7
648;8;6.5
648;4;8
648;4;6.5
648;4;8.5
648;3;14
648;3;15.25
648;3;14
648;3;15
648;3;16
648;3;14
648;3;14.5
648;7;12.2
648;7;10.6
648;7;10.6
648;7;10.4
648;7;10.3
648;7;10.3
648;9;8.9
648;9;17
648;9;6.2
648;9;11.8
648;9;8.4
648;9;9.4
648;5;18.25
648;5;14.25
648;5;16
648;5;13.75
648;5;18.5
648;5;15.75
648;5;10.75
648;5;14.5
648;5;10
648;10;unknown
648;10;10
648;10;2.5
648;10;8.5
648;10;6.5
648;6;13.75
648;6;15
648;6;11.5
648;6;11.25
648;6;16.75
648;6;10.75
648;6;15.75
648;6;16.5
648;1;12.5
648;1;14.5
648;1;9.5
648;1;15.5
648;1;12
648;1;9
648;1;14
648;2;8
648;2;10
648;2;11.5
648;2;12
648;2;8
658;8;5
658;8;6
658;8;6
658;8;5
658;8;8.5
658;8;5.5
658;4;8
658;4;9.5
658;4;6.5
658;3;15.25
658;3;14.25
658;3;14.5
658;3;15.5
658;3;14.5
658;3;13.75
658;3;14.25
658;7;11
658;7;9.3
658;7;9.9
658;7;10.3
658;7;10.1
658;7;11.4
658;9;7.5
658;9;8.6
658;9;8
658;9;8.1
658;9;9.4
658;9;5.3
658;5;8.5
658;5;8.25
658;5;7.75
658;5;7.5
658;5;8
658;5;14.5
658;5;6.5
658;5;12
658;5;13
658;10;7
658;10;8
658;10;3
658;10;6.5
658;10;7
658;6;9
658;6;12.25
658;6;11
658;6;13
658;6;9.25
658;6;7.5
658;6;11.25
658;1;unknown
658;1;8.5
658;1;4.5
658;1;10
658;1;8
658;1;9.5
658;1;9.5
658;2;5
658;2;5.5
658;2;6.5
658;2;9.5
658;2;8
671;8;7
671;8;7
671;8;8
671;8;9
671;8;8.5
671;8;5.5
671;4;8.5
671;4;8
671;4;7
671;3;14.25
671;3;14
671;3;15.25
671;3;13
671;3;13.5
671;3;14.25
671;3;15.75
671;7;11.8
671;7;8.7
671;7;11.5
671;7;9.6
671;7;10.3
671;7;11.4
671;9;8
671;9;7.4
671;9;6.9
671;9;11.4
671;9;14.3
671;9;10.6
671;5;12.5
671;5;11.5
671;5;10.5
671;5;12
671;5;6
671;5;14.5
671;5;14.75
671;5;6.5
671;5;11.75
671;10;5
671;10;2.5
671;10;6.5
671;10;5.5
671;10;7
671;6;8.5
671;6;6.5
671;6;13.5
671;6;17.75
671;6;10.75
671;6;12.75
671;6;15
671;6;8.75
671;1;8.5
671;1;10.5
671;1;10.5
671;1;7.5
671;1;12.5
671;1;14
671;1;8.5
671;2;8.5
671;2;3.5
671;2;5
671;2;6
675;8;9
675;8;8
675;8;7.5
675;8;5
675;8;7
675;8;7
675;4;7
675;4;6
675;4;5
675;3;13.25
675;3;13.75
675;3;14
675;3;15.5
675;3;15.75
675;3;16
675;3;13
675;7;11.8
675;7;11.5
675;7;9.9
675;7;10
675;7;11.5
675;7;11.1
675;9;10.1
675;9;15
675;9;8.8
675;9;7.1
675;9;13.5
675;9;7.8
675;5;13.75
675;5;12.5
675;5;15.75
675;5;7.75
675;5;8
675;5;13
675;5;11
675;5;9.5
675;5;13
675;10;12
675;10;3.5
675;10;5
675;10;5.5
675;10;2.5
675;6;10.25
675;6;9
675;6;11.75
675;6;14
675;6;11.25
675;6;17.5
675;6;12
675;6;8.75
675;1;8.5
675;1;8
675;1;12.5
675;1;13
675;1;12.5
675;1;12.5
675;1;10
675;2;12.5
675;2;8
675;2;7
675;2;7.5
675;2;7.5
684;8;5.5
684;8;6
684;8;6.5
684;8;5.5
684;8;5
684;8;7
684;4;5.5
684;4;4.5
684;4;8.5
684;3;15.25
684;3;14
684;3;14
684;3;15.75
684;3;15.5
684;3;13
684;3;15
684;7;9.6
684;7;10.2
684;7;11.2
684;7;10.4
684;7;12.6
684;7;9.4
684;9;9.6
684;9;7.4
684;9;8.9
684;9;10.2
684;9;9.4
684;9;10.5
684;5;10.5
684;5;11.5
684;5;11.75
684;5;unknown
684;5;9
684;5;10.5
684;5;14
684;5;10.5
684;5;13.25
684;10;unknown
684;10;8.5
684;10;7.5
684;10;6
684;10;9.5
684;6;17.75
684;6;13.25
684;6;9.75
684;6;14.25
684;6;14
684;6;12.25
684;6;14.5
684;6;13.25
684;1;8
684;1;8.5
684;1;10.5
684;1;11.5
684;1;9
684;1;8.5
684;1;10
684;2;11
684;2;7
684;2;8.5
684;2;9.5
684;2;9.5
713;8;7
713;8;6
713;8;11
713;8;7
713;8;8.5
713;8;8
713;4;7.5
713;4;6
713;4;6.5
713;3;15.5
713;3;14
713;3;14.75
713;3;15.75
713;3;16.25
713;3;13.25
713;3;15.5
713;7;9.7
713;7;13.5
713;7;9.7
713;7;10.7
713;7;12.6
713;7;9.6
713;9;11.4
713;9;7.1
713;9;18.1
713;9;11.4
713;9;7.7
713;9;7.3
713;5;12.25
713;5;6.25
713;5;11
713;5;16.5
713;5;8
713;5;11.25
713;5;9.25
713;5;12.75
713;5;6
713;10;6.5
713;10;8.5
713;10;0.5
713;10;11.5
713;10;9
713;6;15
713;6;15
713;6;14.5
713;6;10.75
713;6;11
713;6;9
713;6;unknown
713;6;10
713;1;10.5
713;1;unknown
713;1;14
713;1;10.5
713;1;12.5
713;1;11.5
713;2;4.5
713;2;9
713;2;6
713;2;10
719;8;6.5
719;8;5
719;8;7.5
719;8;8
719;8;6
719;8;6.5
719;4;7.5
719;4;6.5
719;4;8.5
719;3;13
719;3;15
719;3;14.5
719;3;13
719;3;unknown
719;3;14
719;3;15
719;7;10
719;7;12.1
719;7;9.9
719;7;12.2
719;7;11.6
719;7;8.7
719;9;11
719;9;10.8
719;9;10.8
719;9;15.8
719;9;9.1
719;9;5.4
719;5;10.25
719;5;15.25
719;5;14.75
719;5;12
719;5;11.75
719;5;12
719;5;14.5
719;5;13.25
719;5;9
719;10;unknown
719;10;8.5
719;10;5
719;10;12
719;10;7.5
719;6;14.25
719;6;9
719;6;13.75
719;6;11.5
719;6;12.5
719;6;11.75
719;6;16.25
719;6;13.75
719;1;6
719;1;9
719;1;8.5
719;1;13
719;1;8.5
719;1;12.5
719;1;13
719;2;9.5
719;2;9.5
719;2;8.5
719;2;4.5
719;2;10.5
732;8;7.5
732;8;5.5
732;8;5.5
732;8;6.5
732;8;6.5
732;8;7
732;4;5.5
732;4;6.5
732;4;8.5
732;3;14.25
732;3;14.75
732;3;15.25
732;3;15.25
732;3;14.25
732;3;16.25
732;3;13
732;7;10.5
732;7;10.4
732;7;11
732;7;10.7
732;7;9.3
732;7;11.3
732;9;8.7
732;9;11.6
732;9;9.1
732;9;10
732;9;13.4
732;9;13.7
732;5;10
732;5;14
732;5;14
732;5;14
732;5;13.75
732;5;13.25
732;5;15.25
732;5;11.75
732;5;11
732;10;10
732;10;unknown
732;10;8.5
732;10;9.5
732;10;9
732;6;14
732;6;8.75
732;6;17.25
732;6;13.5
732;6;15
732;6;15.75
732;6;16.25
732;6;17.75
732;1;12.5
732;1;8.5
732;1;11.5
732;1;11.5
732;1;5
732;1;12.5
732;1;8.5
732;2;10.5
732;2;7.5
732;2;8
732;2;11.5
732;2;11.5
739;8;4
739;8;7.5
739;8;6.5
739;8;4.5
739;8;5.5
739;8;7
739;4;7.5
739;4;5
739;4;6.5
739;3;14.75
739;3;12
739;3;13.75
739;3;12.75
739;3;15.5
739;3;16.5
739;3;14.5
739;7;10.3
739;7;8.8
739;7;11.7
739;7;11.7
739;7;10.1
739;7;10.3
739;9;4.6
739;9;9.9
739;9;10.6
739;9;8.1
739;9;7.5
739;9;11.2
739;5;9
739;5;12.75
739;5;13.25
739;5;11.5
739;5;8.25
739;5;13.5
739;5;11.75
739;5;8.75
739;5;12.5
739;10;7
739;10;7
739;10;4.5
739;10;8.5
739;10;2.5
739;6;9.25
739;6;9.5
739;6;11
739;6;16.25
739;6;9.25
739;6;10.5
739;6;10.75
739;6;11.25
739;1;7.5
739;1;9.5
739;1;11.5
739;1;16
739;1;12
739;1;7
739;1;12.5
739;2;8.5
739;2;7
739;2;7
739;2;6.5
739;2;7.5
23;8;8
23;8;5.5
23;8;7
